id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-08021,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,30,Masculino,Tecnico / Tecnologo,3,58.8,1858400,675200,1183200,1.15,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.73,2022-05-12,2022,5,F-SEC-01
GIG-08022,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,28,Femenino,Universitario,10,23.7,7551000,906100,6644900,15.99,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.73,2024-10-22,2024,10,F-TER-02
GIG-08023,Regional,Colombia,COL,Caldas,Manizales,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,18,Femenino,Secundaria / Bachillerato,1,76.2,2381000,930100,1450800,1.09,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.95,2026-04-15,2026,4,F-PRIM-01
GIG-08024,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,34,Masculino,Secundaria / Bachillerato,5,74.6,2108500,775000,1333500,1.02,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),5.0,2021-10-17,2021,10,F-SEC-01
GIG-08025,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,36,Masculino,Universitario,57,32.7,7445400,893500,6552000,11.43,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2021-12-25,2021,12,F-TER-01
GIG-08026,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Jelpit,34,Masculino,Tecnico / Tecnologo,5,48.4,2512300,592300,1920000,2.26,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.65,2021-09-01,2021,9,F-SEC-01
GIG-08027,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,29,Masculino,Secundaria / Bachillerato,69,48.9,4194800,1523500,2671300,3.12,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.86,2023-07-31,2023,7,F-SEC-01
GIG-08028,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,41,Masculino,Tecnico / Tecnologo,14,61.2,1776100,538300,1237900,1.15,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.74,2025-12-08,2025,12,F-PRIM-01
GIG-08029,Regional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,21,Femenino,Primaria,12,65.9,1281300,385500,,0.78,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.84,2024-09-06,2024,9,F-SEC-01
GIG-08030,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Jelpit,36,Masculino,Secundaria / Bachillerato,11,45.8,2125900,353300,1772600,2.21,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.99,2023-04-15,2023,4,F-PRIM-01
GIG-08031,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,36,Masculino,Secundaria / Bachillerato,34,60.4,2475800,763400,1712400,1.62,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.66,2026-02-13,2026,2,F-SEC-01
GIG-08032,Nacional,Colombia,COL,Santander,Bucaramanga,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Guru,39,Femenino,Universitario,24,36.3,6079400,990200,5089200,7.99,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.85,2022-07-12,2022,7,F-SEC-01
GIG-08033,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Jelpit,35,Femenino,Secundaria / Bachillerato,61,52.2,1553200,265000,1288200,1.41,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.82,2022-01-25,2022,1,F-SEC-01
GIG-08034,Nacional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,31,Masculino,Secundaria / Bachillerato,45,42.8,3107100,353800,2753200,3.67,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.88,2022-12-19,2022,12,F-SEC-02
GIG-08035,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,34,Masculino,Secundaria / Bachillerato,4,53.8,1448600,543500,905000,0.96,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2022-12-12,2022,12,F-SEC-01
GIG-08036,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Remotasks,29,Femenino,Tecnico / Tecnologo,9,29.7,723300,47300,676000,1.3,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),,2023-07-18,2023,7,F-SEC-01
GIG-08037,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,34,Masculino,Tecnico / Tecnologo,16,51.2,3462600,1382400,2080300,2.32,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.72,2021-07-15,2021,7,F-PRIM-01
GIG-08038,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,35,Femenino,Universitario,1,5.0,1304600,156500,1148000,13.09,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.82,2021-10-13,2021,10,F-TER-01
GIG-08039,Regional,Colombia,COL,Risaralda,Pereira,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,29,Masculino,Secundaria / Bachillerato,25,48.6,1353800,476200,877600,1.03,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.12,2024-04-02,2024,4,F-PRIM-01
GIG-08040,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,31,Masculino,Universitario,38,64.3,1573300,379400,1193800,1.06,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.69,2021-09-29,2021,9,F-SEC-02
GIG-08041,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,53,Femenino,Secundaria / Bachillerato,35,56.5,3385800,1462800,1922900,1.94,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.73,2024-08-17,2024,8,F-SEC-01
GIG-08042,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,22,Masculino,Universitario,24,55.2,2690700,1315100,1375500,1.42,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.57,2021-09-25,2021,9,F-SEC-01
GIG-08043,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,22,Masculino,Universitario,1,24.1,3707100,309800,3397300,8.04,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.69,2022-01-20,2022,1,F-SEC-01
GIG-08044,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,28,Masculino,Universitario,3,40.8,15126700,1815200,13311500,18.6,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),5.0,2025-04-04,2025,4,F-TER-01
GIG-08045,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,39,Femenino,Secundaria / Bachillerato,72,50.2,1551000,398200,1152800,1.31,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.77,2025-04-30,2025,4,F-PRIM-01
GIG-08046,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,22,Masculino,Tecnico / Tecnologo,10,34.6,3779900,1737200,2042600,3.37,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.7,2023-05-11,2023,5,F-PRIM-01
GIG-08047,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Remotasks,30,Femenino,Secundaria / Bachillerato,1,26.6,3586600,430400,3156200,6.77,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.51,2025-02-07,2025,2,F-TER-01
GIG-08048,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,TaskRabbit,33,Masculino,Primaria,45,48.0,1831600,390300,1441300,1.71,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.66,2024-04-23,2024,4,F-PRIM-01
GIG-08049,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,19,Masculino,Universitario,11,31.1,3940000,350900,3589100,6.58,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.89,2024-10-21,2024,10,F-SEC-01
GIG-08050,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,27,Femenino,Universitario,43,62.0,5884400,1883000,4001400,3.68,Fuente principal (>50%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.57,2024-06-01,2024,6,F-TER-02
GIG-08051,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,24,Masculino,Secundaria / Bachillerato,10,46.1,3794000,1214100,2579900,3.19,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2025-07-28,2025,7,F-PRIM-02
GIG-08052,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,33,Masculino,Tecnico / Tecnologo,1,41.4,2999100,959700,2039400,2.81,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.93,2021-03-30,2021,3,F-PRIM-02
GIG-08053,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Upwork,23,Femenino,Universitario,6,32.4,3881700,465800,3415900,6.01,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.87,2026-06-01,2026,6,F-TER-01
GIG-08054,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,41,Femenino,Secundaria / Bachillerato,31,44.6,1758900,444800,1314100,1.68,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.91,2021-12-26,2021,12,F-SEC-02
GIG-08055,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,31,Femenino,Universitario,18,21.7,4766300,572000,4194300,11.02,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,Si (Afiliado a Riesgos Laborales),,2025-03-05,2025,3,F-TER-01
GIG-08056,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,37,Masculino,Universitario,31,45.6,13962300,1675500,12286900,15.37,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.95,2024-12-13,2024,12,F-TER-01
GIG-08057,Nacional,Colombia,COL,Risaralda,Pereira,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,36,Masculino,Universitario,13,59.0,2694600,972200,1722400,1.66,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2022-10-22,2022,10,F-SEC-01
GIG-08058,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,19,Masculino,Primaria,1,67.0,1595200,593800,1001500,0.85,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.72,2021-05-09,2021,5,F-PRIM-01
GIG-08059,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,30,Masculino,Secundaria / Bachillerato,1,28.4,5864300,703700,5160600,10.36,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.98,2022-08-12,2022,8,F-TER-01
GIG-08060,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,51,Masculino,Tecnico / Tecnologo,3,54.3,2421800,1159800,1262000,1.33,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.54,2026-02-27,2026,2,F-PRIM-01
GIG-08061,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,25,Masculino,Secundaria / Bachillerato,3,45.7,3681100,1878300,1802700,2.25,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.78,2026-03-07,2026,3,F-PRIM-01
GIG-08062,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,22,Femenino,Universitario,10,38.0,25986100,3118300,22867800,34.32,Fuente principal (>50%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.24,2024-08-28,2024,8,F-TER-01
GIG-08063,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,33,Masculino,Secundaria / Bachillerato,1,65.0,6352200,2032700,4319500,3.79,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.72,2025-09-09,2025,9,F-PRIM-02
GIG-08064,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,25,Femenino,Universitario,7,40.6,28738400,3448600,25289800,35.52,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.81,2023-07-05,2023,7,F-TER-01
GIG-08065,Nacional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,27,Masculino,Tecnico / Tecnologo,1,58.8,2678100,987200,1690900,1.64,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.97,2026-04-11,2026,4,F-SEC-02
GIG-08066,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,23,Masculino,Universitario,3,31.6,1732900,98500,1634400,2.95,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),,2021-08-02,2021,8,F-SEC-02
GIG-08067,Regional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Jelpit,31,Masculino,Secundaria / Bachillerato,4,52.6,1392900,273500,1119400,1.21,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.89,2024-11-25,2024,11,F-PRIM-01
GIG-08068,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,32,Masculino,Universitario,8,41.1,3247500,1594300,1653200,2.29,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.64,2025-04-19,2025,4,F-PRIM-01
GIG-08069,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,30,Femenino,Universitario,14,32.5,2341900,1084800,1257100,2.21,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.87,2025-06-21,2025,6,F-PRIM-01
GIG-08070,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,33,Masculino,Posgrado,1,35.7,10775300,1293000,9482300,15.15,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.93,2025-08-15,2025,8,F-TER-02
GIG-08071,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,53,Masculino,Tecnico / Tecnologo,23,65.4,5033500,2323500,2710000,2.36,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.83,2025-01-17,2025,1,F-SEC-01
GIG-08072,Regional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,18,Masculino,Secundaria / Bachillerato,16,47.1,800000,197000,603000,0.73,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.76,2021-12-30,2021,12,F-PRIM-01
GIG-08073,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,34,Femenino,Universitario,40,28.8,4442600,533100,3909500,7.74,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.9,2021-06-16,2021,6,F-TER-01
GIG-08074,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,36,Masculino,Posgrado,4,38.9,1425700,381000,1044700,1.53,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.56,2024-07-22,2024,7,F-SEC-01
GIG-08075,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,31,Masculino,Secundaria / Bachillerato,1,57.5,3378600,1651800,,1.71,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.81,2023-02-06,2023,2,F-SEC-01
GIG-08076,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,24,Femenino,Universitario,14,30.5,853900,71100,782800,1.46,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),,2023-03-23,2023,3,F-SEC-01
GIG-08077,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,40,Masculino,Tecnico / Tecnologo,7,54.6,1530100,427800,1102400,1.15,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.74,2023-07-28,2023,7,F-SEC-02
GIG-08078,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,50,Femenino,Secundaria / Bachillerato,1,37.3,1466800,378400,1088400,1.66,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.75,2022-11-10,2022,11,F-SEC-01
GIG-08079,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,30,Masculino,Tecnico / Tecnologo,6,51.7,1576900,583000,993900,1.1,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.86,2025-07-19,2025,7,F-PRIM-01
GIG-08080,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,27,Masculino,Secundaria / Bachillerato,1,50.5,1447200,452700,994600,1.12,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.84,2025-07-01,2025,7,F-SEC-01
GIG-08081,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,25,Femenino,Primaria,12,36.1,6968000,836200,6131800,9.69,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.11,2021-03-04,2021,3,F-PRIM-02
GIG-08082,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,36,Masculino,Secundaria / Bachillerato,8,71.7,7492600,2397600,5095000,4.05,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.85,2025-06-13,2025,6,F-PRIM-02
GIG-08083,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,29,Masculino,Secundaria / Bachillerato,8,63.5,1500500,432500,,0.96,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.72,2024-07-21,2024,7,F-PRIM-01
GIG-08084,Nacional,Colombia,COL,Risaralda,Pereira,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,21,Masculino,Universitario,4,17.0,4535000,393900,4141100,13.89,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.87,2024-09-19,2024,9,F-SEC-02
GIG-08085,Regional,Colombia,COL,Atlantico,Barranquilla,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,48,Femenino,Secundaria / Bachillerato,3,35.5,851300,84600,766700,1.23,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.68,2021-12-31,2021,12,F-SEC-01
GIG-08086,Nacional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,26,Masculino,Tecnico / Tecnologo,44,62.8,1489700,528700,961000,0.87,Fuente complementaria / Secundaria (<50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.87,2021-11-15,2021,11,F-SEC-02
GIG-08087,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,34,Femenino,Universitario,1,50.7,5072400,663700,4408700,4.96,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.43,2024-03-19,2024,3,F-SEC-01
GIG-08088,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,36,Masculino,Secundaria / Bachillerato,4,9.7,2285500,274300,2011200,11.82,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.82,2026-02-04,2026,2,F-TER-02
GIG-08089,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,31,Masculino,Posgrado,2,27.6,663000,55700,607300,1.25,Fuente complementaria / Secundaria (<50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),,2024-10-05,2024,10,F-SEC-02
GIG-08090,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,25,Masculino,Secundaria / Bachillerato,15,34.6,13673300,1640800,12032500,19.83,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.59,2024-07-26,2024,7,F-TER-01
GIG-08091,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,40,Masculino,Secundaria / Bachillerato,28,43.7,1381500,496800,884700,1.15,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.58,2021-03-25,2021,3,F-SEC-01
GIG-08092,Nacional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,19,Masculino,Tecnico / Tecnologo,37,53.5,1293000,324400,968600,1.03,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.98,2024-08-23,2024,8,F-PRIM-01
GIG-08093,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,26,Masculino,Universitario,10,20.5,5696000,683500,5012500,13.94,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.98,2025-04-29,2025,4,F-TER-01
GIG-08094,Nacional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,28,No binario / Otro,Universitario,18,35.9,500000,68600,431400,0.69,Fuente complementaria / Secundaria (<50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),,2021-06-06,2021,6,F-SEC-01
GIG-08095,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,27,Masculino,Secundaria / Bachillerato,1,74.6,1584500,529000,1055600,0.81,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.74,2025-06-08,2025,6,F-SEC-01
GIG-08096,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,45,Masculino,Secundaria / Bachillerato,4,51.1,1389100,401600,987500,1.1,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.67,2021-03-01,2021,3,F-PRIM-01
GIG-08097,Nacional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,32,Femenino,Universitario,16,54.2,4410400,739600,,3.86,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.95,2023-11-25,2023,11,F-SEC-01
