id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-04973,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Habitissimo,42,Masculino,Secundaria / Bachillerato,4,64.1,4488900,1436500,3052400,2.72,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.84,2021-01-19,2021,1,F-TER-02
GIG-04974,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,25,Masculino,Tecnico / Tecnologo,5,74.1,1624900,552900,1072000,0.82,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2023-08-28,2023,8,F-SEC-01
GIG-04975,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,20,Femenino,Secundaria / Bachillerato,18,62.7,2505200,248600,2256600,2.05,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.75,2025-08-09,2025,8,F-SEC-01
GIG-04976,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,22,Femenino,Universitario,13,28.0,4511300,541400,3969900,8.08,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.95,2021-07-02,2021,7,F-TER-01
GIG-04977,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,27,Masculino,Secundaria / Bachillerato,6,60.9,2652100,1026400,1625700,1.52,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.92,2021-01-25,2021,1,F-SEC-01
GIG-04978,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Guru,21,Femenino,Universitario,2,32.6,6957300,834900,6122400,10.71,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.85,2021-09-28,2021,9,F-TER-01
GIG-04979,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,36,Masculino,Tecnico / Tecnologo,37,44.9,20909600,2509200,18400400,23.37,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.88,2025-07-27,2025,7,F-TER-01
GIG-04980,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,33,Masculino,Universitario,1,55.6,4971300,1590800,3380500,3.47,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),5.0,2023-11-14,2023,11,F-TER-02
GIG-04981,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,32,Masculino,Primaria,15,78.5,2594600,1192900,1401700,1.02,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2022-10-07,2022,10,F-SEC-01
GIG-04982,Global,Estados Unidos,USA,California,San Francisco,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,34,Masculino,Tecnico / Tecnologo,14,47.7,23577900,7544900,16033000,19.17,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.24,2023-08-14,2023,8,F-PRIM-02
GIG-04983,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,24,Masculino,Universitario,10,40.3,5751400,1029800,4721600,6.68,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.66,2025-04-06,2025,4,F-SEC-01
GIG-04984,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Habitissimo,31,Masculino,Secundaria / Bachillerato,1,68.7,2289200,439600,1849600,1.54,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.54,2023-10-21,2023,10,F-SEC-01
GIG-04985,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Workana,24,Masculino,Posgrado,1,36.3,3839000,576300,3262700,5.13,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.91,2023-08-29,2023,8,F-SEC-01
GIG-04986,Nacional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,32,Masculino,Tecnico / Tecnologo,36,48.1,3325900,1608100,1717800,2.04,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.82,2024-03-17,2024,3,F-SEC-02
GIG-04987,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,31,Masculino,Primaria,9,55.8,2733500,793500,1940000,1.98,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.61,2023-12-06,2023,12,F-PRIM-01
GIG-04988,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,30,No binario / Otro,Posgrado,16,44.8,9749300,1169900,8579400,10.92,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.71,2025-08-25,2025,8,F-TER-01
GIG-04989,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,50,Femenino,Secundaria / Bachillerato,6,44.5,3237300,1186700,2050600,2.63,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.99,2025-01-27,2025,1,F-PRIM-01
GIG-04990,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,29,Masculino,Universitario,4,70.6,1939400,855700,1083700,0.88,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.87,2023-01-31,2023,1,F-SEC-02
GIG-04991,Regional,Colombia,COL,Caldas,Manizales,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,24,Masculino,Tecnico / Tecnologo,15,84.0,3520800,489700,3031100,2.06,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.9,2024-12-24,2024,12,F-SEC-01
GIG-04992,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,18,Masculino,Tecnico / Tecnologo,19,80.4,3122400,1452600,1669800,1.18,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.95,2021-06-04,2021,6,F-SEC-01
GIG-04993,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,56,Masculino,Secundaria / Bachillerato,11,45.0,1734000,759100,974900,1.24,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.29,2025-11-04,2025,11,F-SEC-01
GIG-04994,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,21,Masculino,Universitario,41,17.1,15796900,1895600,13901300,46.36,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.99,2024-04-05,2024,4,F-TER-01
GIG-04995,Regional,Colombia,COL,Atlantico,Barranquilla,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Freelancer,25,Masculino,Posgrado,23,41.8,1869100,293300,1575800,2.15,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.76,2025-10-04,2025,10,F-SEC-02
GIG-04996,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,28,Femenino,Secundaria / Bachillerato,4,48.7,3117500,1194100,1923400,2.25,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.57,2022-04-18,2022,4,F-PRIM-01
GIG-04997,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,47,Masculino,Universitario,17,44.1,7066800,848000,6218800,8.04,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.63,2023-06-27,2023,6,F-PRIM-02
GIG-04998,Nacional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,36,Masculino,Primaria,24,64.9,2862400,1453100,1409300,1.24,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.39,2021-07-27,2021,7,F-PRIM-01
GIG-04999,Regional,Colombia,COL,Risaralda,Pereira,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,19,Masculino,Tecnico / Tecnologo,16,60.4,4561400,468200,4093200,3.86,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2026-02-06,2026,2,F-SEC-02
GIG-05000,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,21,Femenino,Tecnico / Tecnologo,10,34.4,5563500,1780300,3783200,6.27,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2021-02-01,2021,2,F-PRIM-02
GIG-05001,Regional,Colombia,COL,Risaralda,Pereira,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,34,Femenino,Secundaria / Bachillerato,28,57.1,2402300,852000,1550300,1.55,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.78,2021-10-19,2021,10,F-SEC-02
GIG-05002,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,20,Masculino,Secundaria / Bachillerato,4,44.0,4255600,1361800,2893800,3.75,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.94,2026-02-01,2026,2,F-PRIM-02
GIG-05003,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,27,Femenino,Universitario,14,33.8,6072500,779800,5292700,8.93,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.79,2024-01-04,2024,1,F-SEC-01
GIG-05004,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,39,Femenino,Secundaria / Bachillerato,1,45.1,2105300,795900,1309400,1.66,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.0,2023-07-28,2023,7,F-PRIM-01
GIG-05005,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,39,Masculino,Secundaria / Bachillerato,7,47.0,5265100,1684800,3580300,4.34,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.85,2023-03-27,2023,3,F-PRIM-02
GIG-05006,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,22,Femenino,Posgrado,21,39.6,5865100,990700,4874400,7.02,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.72,2025-12-07,2025,12,F-SEC-01
GIG-05007,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,32,Masculino,Primaria,7,41.3,1816500,676300,1140200,1.57,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2026-04-10,2026,4,F-SEC-01
GIG-05008,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,28,Masculino,Secundaria / Bachillerato,11,66.1,10445400,3342500,7102900,6.13,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.67,2025-01-01,2025,1,F-TER-02
GIG-05009,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,18,Masculino,Secundaria / Bachillerato,28,60.2,1850800,649500,1201300,1.14,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.94,2026-05-24,2026,5,F-SEC-02
GIG-05010,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,31,Masculino,Primaria,3,47.2,1736800,498700,1238100,1.5,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2022-10-22,2022,10,F-SEC-01
GIG-05011,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Habitissimo,33,Masculino,Secundaria / Bachillerato,9,43.8,23892700,7645700,16247000,21.15,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.88,2024-10-01,2024,10,F-PRIM-02
GIG-05012,Regional,Colombia,COL,Atlantico,Barranquilla,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Remotasks,28,Masculino,Tecnico / Tecnologo,34,23.2,1171600,104600,1067000,2.62,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.65,2022-01-12,2022,1,F-SEC-01
GIG-05013,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Upwork,33,Masculino,Universitario,16,29.0,27387400,3286500,24100900,47.39,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.93,2025-08-11,2025,8,F-PRIM-02
GIG-05014,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,43,Masculino,Tecnico / Tecnologo,2,29.9,1481000,439700,1041300,1.99,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2021-09-06,2021,9,F-PRIM-01
GIG-05015,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Freelancer,28,Masculino,Tecnico / Tecnologo,21,21.2,2475500,297100,2178400,5.86,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.53,2025-10-19,2025,10,F-TER-01
GIG-05016,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,26,Masculino,Tecnico / Tecnologo,19,32.2,4099500,1837700,2261800,4.01,Fuente complementaria / Secundaria (<50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.88,2023-01-15,2023,1,F-SEC-02
GIG-05017,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,42,Femenino,Secundaria / Bachillerato,13,50.2,2538400,952200,1586200,1.8,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2021-04-16,2021,4,F-SEC-01
GIG-05018,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Upwork,29,Femenino,Posgrado,11,47.0,11893100,1427200,10465900,12.7,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.47,2022-05-17,2022,5,F-TER-01
GIG-05019,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,28,Masculino,Secundaria / Bachillerato,72,57.7,5473900,1751700,3722200,3.68,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.6,2024-10-24,2024,10,F-TER-02
GIG-05020,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,25,Masculino,Tecnico / Tecnologo,34,51.4,5283400,848100,4435300,4.92,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.76,2021-03-07,2021,3,F-SEC-02
GIG-05021,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,34,Masculino,Secundaria / Bachillerato,29,43.1,4584000,1466900,3117100,4.12,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.5,2024-09-14,2024,9,F-PRIM-02
GIG-05022,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,37,Masculino,Secundaria / Bachillerato,34,61.5,2059100,540200,1518900,1.41,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.68,2023-03-04,2023,3,F-SEC-01
GIG-05023,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,39,Femenino,Secundaria / Bachillerato,10,48.1,4826700,1544500,3282200,3.89,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.8,2021-10-29,2021,10,F-PRIM-02
GIG-05024,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,23,Masculino,Tecnico / Tecnologo,22,32.3,14928600,1791400,13137200,23.19,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2022-11-12,2022,11,F-TER-01
GIG-05025,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,22,Masculino,Tecnico / Tecnologo,7,40.5,5420500,1734600,3685900,5.19,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.82,2021-03-28,2021,3,F-PRIM-02
GIG-05026,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,33,Masculino,Secundaria / Bachillerato,8,54.6,8217300,2629500,5587800,5.84,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.75,2024-03-12,2024,3,F-PRIM-02
GIG-05027,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,27,Masculino,Universitario,12,29.9,5072200,419800,4652400,8.87,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.93,2021-07-12,2021,7,F-SEC-01
GIG-05028,Nacional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,18,Masculino,Secundaria / Bachillerato,32,46.9,3250000,1247200,2002800,2.44,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2023-02-03,2023,2,F-SEC-01
GIG-05029,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,33,Masculino,Secundaria / Bachillerato,8,44.0,2362200,985800,1376400,1.78,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.67,2021-05-08,2021,5,F-PRIM-01
GIG-05030,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,37,Femenino,Secundaria / Bachillerato,43,65.3,1159500,319300,840200,0.73,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.89,2023-07-20,2023,7,F-PRIM-01
GIG-05031,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,28,Femenino,Tecnico / Tecnologo,35,30.7,12293800,1475300,10818500,20.09,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.85,2023-01-06,2023,1,F-PRIM-02
GIG-05032,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,39,Masculino,Universitario,16,35.5,15964000,1915700,14048300,22.57,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.8,2023-12-08,2023,12,F-TER-02
GIG-05033,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Workana,25,Masculino,Secundaria / Bachillerato,66,57.1,7494900,899400,6595500,6.59,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2025-03-17,2025,3,F-TER-01
GIG-05034,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,22,Femenino,Tecnico / Tecnologo,14,52.8,2706700,982400,1724300,1.86,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.88,2023-11-27,2023,11,F-SEC-01
GIG-05035,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,38,Masculino,Tecnico / Tecnologo,20,51.8,2533500,1066400,1467100,1.62,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.93,2021-10-16,2021,10,F-PRIM-01
GIG-05036,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Upwork,28,Masculino,Secundaria / Bachillerato,5,8.7,2866500,344000,2522500,16.53,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.66,2021-09-12,2021,9,F-TER-02
GIG-05037,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,31,Femenino,Secundaria / Bachillerato,1,60.5,4132200,1322300,2809900,2.65,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.6,2022-07-07,2022,7,F-TER-02
GIG-05038,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,31,Masculino,Tecnico / Tecnologo,17,45.6,1197000,374400,822600,1.03,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.84,2024-07-09,2024,7,F-PRIM-01
GIG-05039,Nacional,Colombia,COL,Risaralda,Pereira,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,20,Masculino,Secundaria / Bachillerato,7,53.1,2697200,975400,1721800,1.85,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.94,2025-12-24,2025,12,F-SEC-01
GIG-05040,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,18,Masculino,Secundaria / Bachillerato,32,40.6,1320800,388300,932500,1.31,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.66,2023-05-09,2023,5,F-PRIM-01
GIG-05041,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,33,Masculino,Secundaria / Bachillerato,1,51.4,1700700,454700,1246000,1.38,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.63,2026-04-05,2026,4,F-SEC-02
GIG-05042,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,27,Masculino,Universitario,6,54.1,5809800,697200,5112600,5.39,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.42,2022-04-22,2022,4,F-TER-01
GIG-05043,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,30,Masculino,Secundaria / Bachillerato,8,60.2,5715700,1829000,3886700,3.68,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.94,2021-10-10,2021,10,F-PRIM-02
GIG-05044,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,35,Femenino,Universitario,9,39.1,1665300,228300,1437000,2.1,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.65,2023-10-19,2023,10,F-SEC-02
GIG-05045,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,41,Femenino,Secundaria / Bachillerato,4,56.7,8771900,2807000,5964900,6.0,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.92,2023-07-22,2023,7,F-PRIM-02
GIG-05046,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,20,Masculino,Secundaria / Bachillerato,32,59.9,6252200,2000700,4251500,4.05,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.84,2024-05-28,2024,5,F-PRIM-02
GIG-05047,Nacional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,29,Masculino,Primaria,16,70.2,3335800,1509000,1826800,1.48,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.72,2021-04-29,2021,4,F-PRIM-01
GIG-05048,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,27,Masculino,Primaria,28,60.1,1901600,619900,1281700,1.22,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.77,2021-05-17,2021,5,F-SEC-01
